971	831	758	833	0	18	29	4	4	6	7	21	10	21	27	36	3	48	40	15
899	825	792	954	2	21	29	0	6	11	12	13	42	38	29	21	4	40	47	8
959	974	961	987	0	0	8	0	0	0	1	0	36	20	17	24	0	13	13	0
892	876	900	966	0	15	20	0	9	11	4	6	45	47	20	21	7	34	45	3
909	860	908	981	2	14	18	2	2	15	4	4	40	46	18	12	4	34	38	3
925	910	924	982	1	9	11	0	5	6	0	0	33	36	16	22	3	38	39	0
984	925	907	962	0	7	9	2	1	8	7	2	20	24	34	27	0	41	31	0
986	941	963	1013	0	4	4	0	0	2	0	0	25	31	22	8	0	21	23	0
973	957	945	1007	0	4	6	0	0	3	0	0	35	23	18	7	0	23	33	0
913	901	941	975	1	17	9	0	9	7	2	10	43	30	16	22	6	37	34	1
951	912	968	980	6	14	15	3	2	9	4	0	36	39	11	22	5	31	24	1
981	976	991	998	5	8	5	0	1	1	0	0	9	5	9	7	8	14	3	0
991	960	986	998	0	8	4	0	0	1	0	0	17	21	3	14	0	19	15	0
884	847	923	947	0	9	26	1	12	17	2	16	53	53	23	29	8	45	45	10
950	899	873	882	0	4	27	2	8	6	4	15	28	26	37	43	5	51	43	9
873	839	900	934	4	15	25	2	5	4	2	14	51	45	26	28	9	44	41	10
908	865	912	958	0	5	6	2	11	10	6	7	48	53	20	25	5	39	51	6
902	869	905	970	3	2	7	4	6	10	7	3	51	52	22	24	5	38	47	2
955	896	854	906	0	6	4	0	6	7	15	2	26	26	41	26	3	37	42	4
894	877	858	872	4	16	21	1	3	3	0	0	40	26	22	27	3	42	42	1
902	889	868	914	0	12	21	0	4	5	8	4	52	31	25	28	2	46	48	3
946	886	830	926	0	17	22	1	2	5	5	8	23	24	31	26	1	46	46	5
889	882	889	924	0	23	22	0	6	5	3	9	54	39	24	29	3	46	50	6
887	867	916	947	2	20	21	3	1	8	2	9	55	44	26	28	2	45	48	7
873	934	911	945	3	9	5	0	6	4	8	6	51	17	24	29	8	37	44	4
892	874	877	940	1	4	8	2	13	9	6	7	45	40	22	29	8	49	42	7
909	842	890	963	0	7	7	0	8	13	6	2	41	52	24	26	4	44	50	2
941	888	844	914	0	1	13	0	8	13	6	8	27	28	29	28	5	50	48	4
906	912	934	951	0	8	13	0	5	3	1	3	55	29	23	29	2	35	36	1
910	993	912	957	3	1	6	0	6	0	6	8	44	1	25	28	8	10	41	4
891	899	923	951	6	16	9	0	10	5	4	5	50	32	23	29	10	48	37	3
863	799	904	936	1	5	23	1	11	12	2	11	53	56	25	29	7	50	47	6
910	891	877	891	2	7	22	0	4	5	2	8	29	25	24	29	3	40	36	4
891	845	917	930	1	15	13	1	4	10	1	6	52	53	23	26	4	43	36	7
905	892	905	898	8	12	11	7	5	2	0	7	45	25	18	28	8	43	51	9
925	919	881	885	5	16	19	6	3	2	0	7	36	18	22	33	5	48	48	10
955	939	837	924	2	17	23	1	0	0	2	4	24	9	50	31	1	40	42	10
864	826	885	972	8	15	27	2	3	9	0	6	52	48	22	19	18	38	41	5
890	832	914	943	8	17	25	4	5	5	1	1	41	43	17	28	12	45	40	3
910	847	851	901	6	11	29	0	5	1	2	2	36	24	23	22	6	46	43	2
867	833	902	954	5	8	4	1	11	15	14	7	48	54	24	26	11	46	46	4
875	833	908	958	3	10	6	4	2	13	15	4	54	59	23	25	4	35	46	4
911	859	888	914	5	5	4	1	2	15	5	5	41	47	21	27	3	47	48	13
